"id","group","day"
"1743218",590,"Sat"
"240120",591,"Sat"
"483809",591,"Sat"
"2037429",591,"Sat"
"331408",592,"Sat"
"1351556",592,"Sat"
"1566170",592,"Sat"
"1871817",592,"Sat"
"328350",593,"Sat"
"332069",593,"Sat"
"423861",594,"Sat"
"1379586",594,"Sat"
"1058571",595,"Sat"
"183920",596,"Sat"
"1574806",596,"Sat"
"1729573",596,"Sat"
"1401601",597,"Sat"
"1434060",597,"Sat"
"1633599",597,"Sat"
"1656130",597,"Sat"
"13354",598,"Sat"
"1469128",599,"Sat"
"297403",600,"Sat"
"1326348",600,"Sat"
"1699336",600,"Sat"
"1770586",600,"Sat"
"56467",601,"Sat"
"770252",601,"Sat"
"974159",601,"Sat"
"1341804",601,"Sat"
"2019077",601,"Sat"
"629339",602,"Sat"
"1512997",602,"Sat"
"1182208",603,"Sat"
"273748",604,"Sat"
"283252",604,"Sat"
"365667",604,"Sat"
"1922244",605,"Sat"
"999107",606,"Sat"
"1494544",607,"Sat"
"184333",608,"Sat"
"670542",608,"Sat"
"736972",608,"Sat"
"941146",608,"Sat"
"1448061",608,"Sat"
"527693",609,"Sat"
"113536",610,"Sat"
"238547",610,"Sat"
"302771",610,"Sat"
"845597",610,"Sat"
"1319602",610,"Sat"
"189670",611,"Sat"
"1614473",611,"Sat"
"2034208",611,"Sat"
"99755",612,"Sat"
"103653",612,"Sat"
"156422",612,"Sat"
"1922847",612,"Sat"
"163330",613,"Sat"
"268563",613,"Sat"
"725559",613,"Sat"
"513541",614,"Sat"
"651950",614,"Sat"
"825258",614,"Sat"
"879813",615,"Sat"
"1375106",615,"Sat"
"2056236",615,"Sat"
"96504",616,"Sat"
"829460",617,"Sat"
"1693514",617,"Sat"
"161781",618,"Sat"
"818140",619,"Sat"
"985107",619,"Sat"
"1764153",619,"Sat"
"31954",620,"Sat"
"309261",620,"Sat"
"1931591",620,"Sat"
"1839291",621,"Sat"
"1944302",622,"Sat"
"414676",623,"Sat"
"420345",623,"Sat"
"500451",623,"Sat"
"667374",623,"Sat"
"2049559",623,"Sat"
"746010",624,"Sat"
"1106029",624,"Sat"
"1657440",625,"Sat"
"1823379",625,"Sat"
"1699262",626,"Sat"
"122907",627,"Sat"
"546321",627,"Sat"
"1248154",627,"Sat"
"1760095",627,"Sat"
"1088533",628,"Sat"
"1356646",629,"Sat"
"1586794",629,"Sat"
"1613963",629,"Sat"
"1369183",630,"Sat"
"78960",631,"Sat"
"471557",631,"Sat"
"575701",631,"Sat"
"1906760",631,"Sat"
"73058",632,"Sat"
"171132",633,"Sat"
"2075534",633,"Sat"
"2000496",634,"Sat"
"2047233",634,"Sat"
"969256",635,"Sat"
"423379",636,"Sat"
"180789",637,"Sat"
"491409",637,"Sat"
"525690",637,"Sat"
"1950138",637,"Sat"
"594316",638,"Sat"
"993663",638,"Sat"
"449821",639,"Sat"
"480467",639,"Sat"
"1047819",639,"Sat"
"1921770",640,"Sat"
"101592",641,"Sat"
"94067",642,"Sat"
"126182",642,"Sat"
"659085",642,"Sat"
"1078699",642,"Sat"
"1908746",643,"Sat"
"434962",644,"Sat"
"1058549",645,"Sat"
"341718",646,"Sat"
"1106618",646,"Sat"
"1120636",646,"Sat"
"1194932",646,"Sat"
"1707191",646,"Sat"
"242900",647,"Sat"
"644244",647,"Sat"
"1084500",647,"Sat"
"1638566",647,"Sat"
"1944495",647,"Sat"
"961328",648,"Sat"
"564293",649,"Sat"
"1016895",649,"Sat"
"1103365",649,"Sat"
"1197255",649,"Sat"
"90317",650,"Sat"
"153470",650,"Sat"
"575771",650,"Sat"
"825466",650,"Sat"
"910939",650,"Sat"
"970490",650,"Sat"
"1224245",650,"Sat"
"143415",651,"Sat"
"679297",651,"Sat"
"875863",651,"Sat"
"1098358",651,"Sat"
"1246650",651,"Sat"
"1405426",651,"Sat"
"1597320",651,"Sat"
"1858381",651,"Sat"
"171002",652,"Sat"
"357245",652,"Sat"
"418150",652,"Sat"
"970160",652,"Sat"
"1045021",652,"Sat"
"1979024",652,"Sat"
"280439",653,"Sat"
"511781",653,"Sat"
"589598",653,"Sat"
"813636",653,"Sat"
"931049",653,"Sat"
"963148",653,"Sat"
"1032029",653,"Sat"
"708080",654,"Sat"
"714380",654,"Sat"
"935776",654,"Sat"
"1125646",654,"Sat"
"1449824",654,"Sat"
"1683303",654,"Sat"
"787796",655,"Sat"
"1165425",655,"Sat"
"1178195",655,"Sat"
"1459714",655,"Sat"
"1873607",655,"Sat"
"1923192",655,"Sat"
"2081131",655,"Sat"
"795257",656,"Sat"
"810735",656,"Sat"
"1082547",656,"Sat"
"1346967",656,"Sat"
"1490672",656,"Sat"
"1692925",656,"Sat"
"1234713",657,"Sat"
"1410699",658,"Sat"
"1749109",659,"Sat"
"6110",660,"Sat"
"6534",660,"Sat"
"755822",660,"Sat"
"757845",660,"Sat"
"986349",660,"Sat"
"1076477",660,"Sat"
"1549439",660,"Sat"
"38622",661,"Sat"
"257896",661,"Sat"
"379254",661,"Sat"
"748592",661,"Sat"
"1208350",661,"Sat"
"1971852",661,"Sat"
"83986",662,"Sat"
"462663",662,"Sat"
"715390",662,"Sat"
"756638",662,"Sat"
"1345871",662,"Sat"
"1592997",662,"Sat"
"1892706",662,"Sat"
"95161",663,"Sat"
"230498",663,"Sat"
"277274",663,"Sat"
"312564",663,"Sat"
"874887",663,"Sat"
"1203064",663,"Sat"
"1547860",663,"Sat"
"1596719",663,"Sat"
"464830",664,"Sat"
"539865",665,"Sat"
"737575",665,"Sat"
"798869",665,"Sat"
"871111",665,"Sat"
"1902375",665,"Sat"
"1934504",665,"Sat"
"591820",666,"Sat"
"832662",666,"Sat"
"1114109",666,"Sat"
"1124046",666,"Sat"
"1198534",666,"Sat"
"1424087",666,"Sat"
"1534016",666,"Sat"
"1571183",666,"Sat"
"889064",667,"Sat"
"993678",668,"Sat"
"1081552",668,"Sat"
"1257635",668,"Sat"
"1753225",668,"Sat"
"1443177",669,"Sat"
"635721",670,"Sat"
"974810",670,"Sat"
"1337430",670,"Sat"
"1981451",670,"Sat"
"2004343",670,"Sat"
"979599",671,"Sat"
"1687109",671,"Sat"
"424481",672,"Sat"
"533015",672,"Sat"
"564792",672,"Sat"
"1056187",672,"Sat"
"1555973",672,"Sat"
"1594971",673,"Sat"
"816686",674,"Sat"
"65293",675,"Sat"
"1332445",675,"Sat"
"1815116",675,"Sat"
"149057",676,"Sat"
"357179",676,"Sat"
"872825",676,"Sat"
"1428997",676,"Sat"
"1588767",676,"Sat"
"274045",677,"Sat"
"1061778",677,"Sat"
"1889737",677,"Sat"
"1965716",678,"Sat"
"270842",679,"Sat"
"457620",679,"Sat"
"557816",679,"Sat"
"2050707",680,"Sat"
"587055",681,"Sat"
"1074970",682,"Sat"
"1668783",683,"Sat"
"430753",684,"Sat"
"628598",684,"Sat"
"1603013",684,"Sat"
"2055411",684,"Sat"
"504450",685,"Sat"
"723831",686,"Sat"
"1297877",686,"Sat"
"1652892",686,"Sat"
"1999729",686,"Sat"
"935954",687,"Sat"
"1557603",687,"Sat"
"1644063",687,"Sat"
"1812418",687,"Sat"
"910050",688,"Sat"
"1574042",688,"Sat"
"1743013",688,"Sat"
"1763939",688,"Sat"
"1075706",689,"Sat"
"1103520",689,"Sat"
"1461139",689,"Sat"
"1652808",689,"Sat"
"1764533",689,"Sat"
"941235",690,"Sat"
"1135093",691,"Sat"
"1264945",691,"Sat"
"1862124",691,"Sat"
"813641",692,"Sat"
"1229505",692,"Sat"
"571588",693,"Sat"
"1642096",694,"Sat"
"1658699",695,"Sat"
"1496312",696,"Sat"
"18121",697,"Sat"
"947258",697,"Sat"
"1363807",697,"Sat"
"1960107",697,"Sat"
"2095583",697,"Sat"
"1803146",698,"Sat"
"2031799",698,"Sat"
"13052",699,"Sat"
"258314",699,"Sat"
"1059177",699,"Sat"
"946134",700,"Sat"
"566677",701,"Sat"
"752256",701,"Sat"
"284296",702,"Sat"
"287114",703,"Sat"
"891094",703,"Sat"
"1508277",703,"Sat"
"735230",704,"Sat"
"1079812",704,"Sat"
"499275",705,"Sat"
"861665",705,"Sat"
"917809",705,"Sat"
"1059756",706,"Sat"
"1142347",706,"Sat"
"1817444",706,"Sat"
"1860592",706,"Sat"
"195058",707,"Sat"
"1455142",707,"Sat"
"1833168",707,"Sat"
"2044881",707,"Sat"
"239673",708,"Sat"
"669970",708,"Sat"
"1520987",708,"Sat"
"1999088",708,"Sat"
"959272",709,"Sat"
"1288335",709,"Sat"
"1382854",709,"Sat"
"1736872",709,"Sat"
"941",710,"Sat"
"78603",710,"Sat"
"518531",710,"Sat"
"711179",710,"Sat"
"1823484",710,"Sat"
"246199",711,"Sat"
"1760383",712,"Sat"
"784784",713,"Sat"
"1007980",713,"Sat"
"1118070",713,"Sat"
"1233136",713,"Sat"
"47327",714,"Sat"
"328657",714,"Sat"
"871333",714,"Sat"
"873143",714,"Sat"
"1217112",714,"Sat"
"2090883",714,"Sat"
"1727869",715,"Sat"
"1175115",716,"Sat"
"1379445",716,"Sat"
"1667161",716,"Sat"
"1531161",717,"Sat"
"1923055",717,"Sat"
"227192",718,"Sat"
"1067956",719,"Sat"
"1520389",719,"Sat"
"1739976",719,"Sat"
"1848525",719,"Sat"
"901652",720,"Sat"
"1182901",721,"Sat"
"420195",722,"Sat"
"712463",723,"Sat"
"1084813",723,"Sat"
"1863696",723,"Sat"
"884260",724,"Sat"
"1888873",725,"Sat"
"253140",726,"Sat"
"702236",726,"Sat"
"1158599",726,"Sat"
"60633",727,"Sat"
"1189602",728,"Sat"
"297330",729,"Sat"
"979804",729,"Sat"
"214139",730,"Sat"
"292339",731,"Sat"
"427660",731,"Sat"
"810392",731,"Sat"
"157752",732,"Sat"
"119750",733,"Sat"
"326438",733,"Sat"
"444008",733,"Sat"
"1684262",733,"Sat"
"355366",734,"Sat"
"1280718",734,"Sat"
"1339043",734,"Sat"
"1349798",734,"Sat"
"575073",735,"Sat"
"2062993",736,"Sat"
"755534",737,"Sat"
"1183890",737,"Sat"
"130895",738,"Sat"
"197786",739,"Sat"
"1866264",739,"Sat"
"593157",740,"Sat"
"1354188",740,"Sat"
"669018",741,"Sat"
"752231",741,"Sat"
"949863",741,"Sat"
"272624",742,"Sat"
"200828",743,"Sat"
"233616",743,"Sat"
"1138406",743,"Sat"
"1081674",744,"Sat"
"1238170",744,"Sat"
"1293978",744,"Sat"
"2082974",744,"Sat"
"595511",745,"Sat"
"1394901",745,"Sat"
"1856019",745,"Sat"
"1860913",746,"Sat"
"305083",747,"Sat"
"680685",747,"Sat"
"870379",747,"Sat"
"1829621",747,"Sat"
"400873",748,"Sat"
"916428",748,"Sat"
"1648997",748,"Sat"
"1134821",749,"Sat"
"1559270",749,"Sat"
"1603218",749,"Sat"
"1903939",749,"Sat"
"69530",750,"Sat"
"934929",751,"Sat"
"45138",752,"Sat"
"870188",752,"Sat"
"1031660",752,"Sat"
"450819",753,"Sat"
"1574967",753,"Sat"
"1737013",753,"Sat"
"1812068",753,"Sat"
"221400",754,"Sat"
"248169",754,"Sat"
"1194115",754,"Sat"
"1598265",754,"Sat"
"273602",755,"Sat"
"954782",755,"Sat"
"505182",756,"Sat"
"777171",756,"Sat"
"1683856",756,"Sat"
"2080929",756,"Sat"
"1116214",757,"Sat"
"1344899",758,"Sat"
"111758",759,"Sat"
"329408",760,"Sat"
"775678",760,"Sat"
"1632922",760,"Sat"
"1636144",760,"Sat"
"2044683",760,"Sat"
"874070",761,"Sat"
"231868",762,"Sat"
"1452626",762,"Sat"
"1517802",762,"Sat"
"1947176",762,"Sat"
"313835",763,"Sat"
"471413",763,"Sat"
"1207988",764,"Sat"
"1822482",764,"Sat"
"1416116",765,"Sat"
"726657",766,"Sat"
"810677",766,"Sat"
"999011",766,"Sat"
"1483065",766,"Sat"
"217701",767,"Sat"
"600044",768,"Sat"
"414954",769,"Sat"
"1016471",769,"Sat"
"1856188",769,"Sat"
"919861",770,"Sat"
"20986",771,"Sat"
"1883384",771,"Sat"
"2056082",771,"Sat"
"77124",772,"Sat"
"290404",772,"Sat"
"531144",772,"Sat"
"1411899",772,"Sat"
"1820773",772,"Sat"
"4828",773,"Sat"
"205691",773,"Sat"
"1528665",773,"Sat"
"683323",774,"Sat"
"1721166",774,"Sat"
"1732683",774,"Sat"
"107173",775,"Sat"
"410496",776,"Sat"
"1439498",777,"Sat"
"1831051",777,"Sat"
"476784",778,"Sat"
"952202",778,"Sat"
"1128427",778,"Sat"
"565351",779,"Sat"
"388680",780,"Sat"
"628747",780,"Sat"
"1701901",780,"Sat"
"1501359",781,"Sat"
"1618639",782,"Sat"
"1690685",783,"Sat"
"1049333",784,"Sat"
"1480300",784,"Sat"
"2008596",784,"Sat"
"487752",785,"Sat"
"916602",785,"Sat"
"1174742",785,"Sat"
"1683311",785,"Sat"
"1875369",785,"Sat"
"880619",786,"Sat"
"1235058",786,"Sat"
"606198",787,"Sat"
"1513120",787,"Sat"
"686158",788,"Sat"
"1191555",789,"Sat"
"1589559",789,"Sat"
"121295",790,"Sat"
"1362332",790,"Sat"
"159418",791,"Sat"
"1689641",791,"Sat"
"50181",792,"Sat"
"67142",792,"Sat"
"587043",792,"Sat"
"638913",792,"Sat"
"1670069",792,"Sat"
"347770",793,"Sat"
"957036",793,"Sat"
"1135770",793,"Sat"
"1333518",793,"Sat"
"491520",794,"Sat"
"1154392",795,"Sat"
"1751094",795,"Sat"
"1862792",795,"Sat"
"522186",796,"Sat"
"2000894",796,"Sat"
"1174929",797,"Sat"
"1687029",798,"Sat"
"1008236",799,"Sat"
"171536",800,"Sat"
"1009525",800,"Sat"
"1243677",801,"Sat"
"1663413",801,"Sat"
"1757507",801,"Sat"
"231643",802,"Sat"
"863916",802,"Sat"
"545873",803,"Sat"
"901297",803,"Sat"
"1346096",803,"Sat"
"1660523",803,"Sat"
"1691480",803,"Sat"
"1525103",804,"Sat"
"1562191",805,"Sat"
"1714092",806,"Sat"
"1931368",806,"Sat"
"227163",807,"Sat"
"1243186",807,"Sat"
"1380475",807,"Sat"
"937230",808,"Sat"
"264185",809,"Sat"
"470906",809,"Sat"
"598893",809,"Sat"
"1133806",809,"Sat"
"1452686",810,"Sat"
"317411",811,"Sat"
"709279",811,"Sat"
"1639753",811,"Sat"
"2057127",812,"Sat"
"1156947",813,"Sat"
"1846978",814,"Sat"
"1086053",815,"Sat"
"2080257",815,"Sat"
"1414051",816,"Sat"
"609983",817,"Sat"
"1358002",817,"Sat"
"558149",818,"Sat"
"815693",818,"Sat"
"984398",818,"Sat"
"1326584",818,"Sat"
"2042186",818,"Sat"
"1685871",819,"Sat"
"1990563",819,"Sat"
"255331",820,"Sat"
"1232939",820,"Sat"
"1419214",820,"Sat"
"1576452",821,"Sat"
"1853425",822,"Sat"
"89618",823,"Sat"
"1809420",824,"Sat"
"67063",825,"Sat"
"1412224",826,"Sat"
"1461327",827,"Sat"
"1750125",827,"Sat"
"1753286",827,"Sat"
"2001739",827,"Sat"
"878407",828,"Sat"
"1062421",828,"Sat"
"1816522",828,"Sat"
"1136377",829,"Sat"
"766218",830,"Sat"
"77892",831,"Sat"
"314102",832,"Sat"
"731228",832,"Sat"
"904030",832,"Sat"
"1526716",832,"Sat"
"1587254",832,"Sat"
"345707",833,"Sat"
"442891",833,"Sat"
"553559",833,"Sat"
"891456",833,"Sat"
"1702399",833,"Sat"
"241275",834,"Sat"
"206009",835,"Sat"
"1376643",835,"Sat"
"1527767",835,"Sat"
"2085080",835,"Sat"
"567024",836,"Sat"
"731580",836,"Sat"
"1132882",836,"Sat"
"1322472",837,"Sat"
"1122884",838,"Sat"
"224606",839,"Sat"
"441240",839,"Sat"
"1834564",839,"Sat"
"2019257",839,"Sat"
"1038231",840,"Sat"
"593798",841,"Sat"
"1089132",842,"Sat"
"1401329",843,"Sat"
"1983765",844,"Sat"
"272033",845,"Sat"
"1723967",846,"Sat"
"560932",847,"Sat"
"1321313",847,"Sat"
"1901230",847,"Sat"
"1905354",847,"Sat"
"1685422",848,"Sat"
"736288",849,"Sat"
"1852033",850,"Sat"
"77985",851,"Sat"
"1520446",852,"Sat"
"453840",853,"Sat"
"867286",853,"Sat"
"1198178",853,"Sat"
"1788664",853,"Sat"
"404087",854,"Sat"
"947419",855,"Sat"
"330183",856,"Sat"
"525464",856,"Sat"
"645268",856,"Sat"
"1706569",856,"Sat"
"554218",857,"Sat"
"1288884",858,"Sat"
"395694",859,"Sat"
"2043478",860,"Sat"
"1667325",861,"Sat"
"1360635",862,"Sat"
"146719",863,"Sat"
"359044",863,"Sat"
"396118",863,"Sat"
"1643625",863,"Sat"
"454701",864,"Sat"
"494252",864,"Sat"
"720589",864,"Sat"
"1127216",864,"Sat"
"1187061",864,"Sat"
"1562186",864,"Sat"
"1843798",864,"Sat"
"1102394",865,"Sat"
"1363700",865,"Sat"
"1187304",866,"Sat"
"279658",867,"Sat"
"1449032",867,"Sat"
"947415",868,"Sat"
"1343934",868,"Sat"
"1515950",868,"Sat"
"177221",869,"Sat"
"955294",869,"Sat"
"1003120",869,"Sat"
"1353153",869,"Sat"
"400052",870,"Sat"
"1964353",870,"Sat"
"166250",871,"Sat"
"186760",871,"Sat"
"633804",871,"Sat"
"1175281",871,"Sat"
"1244133",871,"Sat"
"57612",872,"Sat"
"1175122",872,"Sat"
"1584822",873,"Sat"
"2081604",873,"Sat"
"1772512",874,"Sat"
"203344",875,"Sat"
"916188",875,"Sat"
"1479633",875,"Sat"
"479895",876,"Sat"
"1561606",876,"Sat"
"1800062",876,"Sat"
"838026",877,"Sat"
"2065881",878,"Sat"
"488095",879,"Sat"
"864833",879,"Sat"
"1281274",879,"Sat"
"670536",880,"Sat"
"727222",880,"Sat"
"1490658",881,"Sat"
"1557119",881,"Sat"
"1693328",881,"Sat"
"246035",882,"Sat"
"758460",882,"Sat"
"962457",882,"Sat"
"1368028",882,"Sat"
"836400",883,"Sat"
"1140651",883,"Sat"
"639148",884,"Sat"
"910911",884,"Sat"
"1295719",884,"Sat"
"1765880",884,"Sat"
"1584703",885,"Sat"
"1646290",885,"Sat"
"1426390",886,"Sat"
"1777410",886,"Sat"
"40960",887,"Sat"
"517013",887,"Sat"
"686125",887,"Sat"
"464866",888,"Sat"
"599804",888,"Sat"
"616452",888,"Sat"
"674176",888,"Sat"
"678246",889,"Sat"
"982738",889,"Sat"
"378875",890,"Sat"
"1118117",890,"Sat"
"1265366",890,"Sat"
"1287457",890,"Sat"
"543291",891,"Sat"
"1458508",891,"Sat"
"382933",892,"Sat"
"971995",892,"Sat"
"84210",893,"Sat"
"628480",893,"Sat"
"869045",893,"Sat"
"234845",894,"Sat"
"2052720",894,"Sat"
"387139",895,"Sat"
"568852",895,"Sat"
"1573071",895,"Sat"
"1440295",896,"Sat"
"1762570",896,"Sat"
"273501",897,"Sat"
"1346077",897,"Sat"
"2019254",898,"Sat"
"989326",899,"Sat"
"1546447",899,"Sat"
"1243456",900,"Sat"
"1890020",900,"Sat"
"1900354",900,"Sat"
"168074",901,"Sat"
"455984",901,"Sat"
"1079011",901,"Sat"
"749425",902,"Sat"
"794235",902,"Sat"
"1414463",902,"Sat"
"1427761",902,"Sat"
"1520148",902,"Sat"
"846280",903,"Sat"
"855159",903,"Sat"
"1225156",903,"Sat"
"1464622",903,"Sat"
"1522163",903,"Sat"
"1528668",903,"Sat"
"43927",904,"Sat"
"1051641",904,"Sat"
"1733175",904,"Sat"
"124052",905,"Sat"
"1107067",905,"Sat"
"1216196",905,"Sat"
"280103",906,"Sat"
"1379201",906,"Sat"
"1666067",906,"Sat"
"436515",907,"Sat"
"1779939",907,"Sat"
"1868658",907,"Sat"
"1116730",908,"Sat"
"1974000",908,"Sat"
"885164",909,"Sat"
"1277112",909,"Sat"
"1282103",909,"Sat"
"1675566",909,"Sat"
"2006664",909,"Sat"
"380502",910,"Sat"
"1438992",910,"Sat"
"1789940",910,"Sat"
"93776",911,"Sat"
"171760",911,"Sat"
"968310",911,"Sat"
"164466",912,"Sat"
"425378",912,"Sat"
"1089191",912,"Sat"
"2071714",912,"Sat"
"565854",913,"Sat"
"587358",913,"Sat"
"566577",914,"Sat"
"781799",914,"Sat"
"1257219",914,"Sat"
"1431907",915,"Sat"
"1446327",915,"Sat"
"860426",916,"Sat"
"898709",916,"Sat"
"1141915",916,"Sat"
"38417",917,"Sat"
"176566",917,"Sat"
"725553",917,"Sat"
"1181068",917,"Sat"
"1215897",917,"Sat"
"1626860",917,"Sat"
"1845019",917,"Sat"
"2076509",917,"Sat"
"59466",918,"Sat"
"114265",918,"Sat"
"366480",918,"Sat"
"1091991",918,"Sat"
"1112165",918,"Sat"
"1142232",918,"Sat"
"1318331",918,"Sat"
"1912746",918,"Sat"
"190991",919,"Sat"
"927415",919,"Sat"
"965666",919,"Sat"
"1028749",919,"Sat"
"1128869",919,"Sat"
"1176471",919,"Sat"
"1234698",919,"Sat"
"1253374",919,"Sat"
"1476695",919,"Sat"
"2048397",919,"Sat"
"308304",920,"Sat"
"748578",920,"Sat"
"999764",920,"Sat"
"1195555",920,"Sat"
"1299293",920,"Sat"
"1489396",920,"Sat"
"1579817",920,"Sat"
"1716494",920,"Sat"
"429138",921,"Sat"
"460714",921,"Sat"
"532000",921,"Sat"
"677351",921,"Sat"
"734279",921,"Sat"
"749107",921,"Sat"
"826185",921,"Sat"
"1422004",921,"Sat"
"546488",922,"Sat"
"554372",922,"Sat"
"567905",922,"Sat"
"941228",922,"Sat"
"1685019",922,"Sat"
"1768640",922,"Sat"
"1828452",922,"Sat"
"1939998",922,"Sat"
"1948740",922,"Sat"
"711985",923,"Sat"
"950532",923,"Sat"
"1024884",923,"Sat"
"1032283",923,"Sat"
"1110065",923,"Sat"
"1509539",923,"Sat"
"1923309",923,"Sat"
"2018496",923,"Sat"
"1217774",924,"Sat"
"1498466",924,"Sat"
"336338",925,"Sat"
"1094961",925,"Sat"
"1309968",925,"Sat"
"1925411",925,"Sat"
"2028483",925,"Sat"
"1594508",926,"Sat"
"430144",927,"Sat"
"750083",927,"Sat"
"995292",927,"Sat"
"120407",928,"Sat"
"246884",928,"Sat"
"575148",928,"Sat"
"1648321",928,"Sat"
"1714293",928,"Sat"
"6286",929,"Sat"
"548950",929,"Sat"
"211494",930,"Sat"
"272963",930,"Sat"
"715722",930,"Sat"
"1554806",931,"Sat"
"1885017",932,"Sat"
"331169",933,"Sat"
"371873",933,"Sat"
"478052",933,"Sat"
"1030333",933,"Sat"
"973634",934,"Sat"
"1116330",934,"Sat"
"1350988",934,"Sat"
"1416580",934,"Sat"
"1683573",934,"Sat"
"2049023",934,"Sat"
"525828",935,"Sat"
"782664",935,"Sat"
"752224",936,"Sat"
"1924339",936,"Sat"
"211109",937,"Sat"
"590484",937,"Sat"
"1430595",937,"Sat"
"1445696",937,"Sat"
"987495",938,"Sat"
"36415",939,"Sat"
"160977",939,"Sat"
"672918",939,"Sat"
"907043",939,"Sat"
"1092832",939,"Sat"
"1446675",939,"Sat"
"1633069",939,"Sat"
"91683",940,"Sat"
"234695",940,"Sat"
"1118027",940,"Sat"
"1221080",940,"Sat"
"1292409",940,"Sat"
"1336358",940,"Sat"
"1339641",940,"Sat"
"116446",941,"Sat"
"122704",941,"Sat"
"270294",941,"Sat"
"410107",941,"Sat"
"1191716",941,"Sat"
"1351786",941,"Sat"
"1547391",941,"Sat"
"224350",942,"Sat"
"567534",942,"Sat"
"903262",942,"Sat"
"956264",942,"Sat"
"1336065",942,"Sat"
"1436267",942,"Sat"
"1843430",942,"Sat"
"233092",943,"Sat"
"410439",943,"Sat"
"1012919",943,"Sat"
"1102616",943,"Sat"
"1398362",943,"Sat"
"1586611",943,"Sat"
"1646028",943,"Sat"
"281976",944,"Sat"
"756153",944,"Sat"
"845051",944,"Sat"
"914298",944,"Sat"
"1680940",944,"Sat"
"1896535",944,"Sat"
"1958633",944,"Sat"
"455359",945,"Sat"
"503736",945,"Sat"
"566139",945,"Sat"
"709987",945,"Sat"
"1749673",945,"Sat"
"1797386",945,"Sat"
"1899097",945,"Sat"
"540014",946,"Sat"
"612457",946,"Sat"
"841206",946,"Sat"
"876501",946,"Sat"
"962998",946,"Sat"
"1240976",946,"Sat"
"1377134",946,"Sat"
"1488170",947,"Sat"
"1810537",947,"Sat"
"141708",948,"Sat"
"1721884",948,"Sat"
"484294",949,"Sat"
"562093",949,"Sat"
"1430197",949,"Sat"
"1601273",949,"Sat"
"851555",950,"Sat"
"1186904",950,"Sat"
"2083653",951,"Sat"
"71940",952,"Sat"
"473898",952,"Sat"
"1450164",952,"Sat"
"122656",953,"Sat"
"461584",953,"Sat"
"1505054",953,"Sat"
"1951",954,"Sat"
"202494",954,"Sat"
"1300998",954,"Sat"
"1622630",954,"Sat"
"521943",955,"Sat"
"1237157",955,"Sat"
"670320",956,"Sat"
"940341",956,"Sat"
"118688",957,"Sat"
"709277",957,"Sat"
"1015826",957,"Sat"
"355786",958,"Sat"
"1697657",958,"Sat"
"603369",959,"Sat"
"710974",959,"Sat"
"1357495",960,"Sat"
"1624317",960,"Sat"
"1631809",960,"Sat"
"448949",961,"Sat"
"1072382",961,"Sat"
"1644347",961,"Sat"
"1647710",961,"Sat"
"126739",962,"Sat"
"1381346",962,"Sat"
"42558",963,"Sat"
"134210",963,"Sat"
"186352",963,"Sat"
"560144",963,"Sat"
"571655",963,"Sat"
"924187",963,"Sat"
"939295",963,"Sat"
"1779566",963,"Sat"
"1794675",963,"Sat"
"1841819",963,"Sat"
"2077685",963,"Sat"
"72042",964,"Sat"
"262364",964,"Sat"
"829904",964,"Sat"
"967020",964,"Sat"
"1010841",964,"Sat"
"1251853",964,"Sat"
"1661533",964,"Sat"
"2087150",964,"Sat"
"111229",965,"Sat"
"252841",965,"Sat"
"694152",965,"Sat"
"784943",965,"Sat"
"1164697",965,"Sat"
"1281365",965,"Sat"
"1733393",965,"Sat"
"1823941",965,"Sat"
"427249",966,"Sat"
"629483",966,"Sat"
"664161",966,"Sat"
"676308",966,"Sat"
"868805",966,"Sat"
"1002385",966,"Sat"
"1611902",966,"Sat"
"2075410",966,"Sat"
"928260",967,"Sat"
"932654",967,"Sat"
"980953",967,"Sat"
"997755",967,"Sat"
"1386589",967,"Sat"
"1499075",967,"Sat"
"1722301",967,"Sat"
"1126251",968,"Sat"
"1353612",968,"Sat"
"1509608",968,"Sat"
"2084486",968,"Sat"
"105876",969,"Sat"
"211622",969,"Sat"
"485704",969,"Sat"
"1159233",969,"Sat"
"69337",970,"Sat"
"1046264",970,"Sat"
"1426039",970,"Sat"
"1995388",970,"Sat"
"194084",971,"Sat"
"939374",971,"Sat"
"1023869",971,"Sat"
"556195",972,"Sat"
"795389",972,"Sat"
"895792",972,"Sat"
"749044",973,"Sat"
"1126403",973,"Sat"
"1140606",973,"Sat"
"1004332",974,"Sat"
"1475017",974,"Sat"
"1606831",974,"Sat"
"349780",975,"Sat"
"1180872",975,"Sat"
"1643449",975,"Sat"
"41141",976,"Sat"
"87898",976,"Sat"
"483053",976,"Sat"
"689322",976,"Sat"
"706796",976,"Sat"
"846638",976,"Sat"
"1093055",976,"Sat"
"1588419",976,"Sat"
"97824",977,"Sat"
"602296",977,"Sat"
"748719",977,"Sat"
"801953",977,"Sat"
"975742",977,"Sat"
"1102428",977,"Sat"
"1159254",977,"Sat"
"122846",978,"Sat"
"1030196",978,"Sat"
"1169440",978,"Sat"
"1613860",978,"Sat"
"1959018",978,"Sat"
"2030726",978,"Sat"
"346215",979,"Sat"
"765962",979,"Sat"
"1453554",979,"Sat"
"1454634",979,"Sat"
"1646069",979,"Sat"
"1849867",979,"Sat"
"383055",980,"Sat"
"984793",980,"Sat"
"1104900",980,"Sat"
"1324777",980,"Sat"
"1759251",980,"Sat"
